Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LUMA_Project_Suite,Chrome 131.0.0.0,,,14-01-2025 17:04:51,14-01-2025 17:08:59,4m - 7.614s,FAILED
,,,,,,,
Test Cases/Secnario_1,Chrome 131.0.0.0,,,14-01-2025 17:04:52,14-01-2025 17:05:26,33.879s,FAILED
"openBrowser("""")",Chrome 131.0.0.0,,,14-01-2025 17:04:52,14-01-2025 17:05:07,14.426s,PASSED
"navigateToUrl(""https://magento.softwaretestingboard.com/"")",Chrome 131.0.0.0,,,14-01-2025 17:05:07,14-01-2025 17:05:12,5.562s,PASSED
"waitForElementPresent(findTestObject(""Secnario_1/Page_Home Page/a_Create an Account""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:05:12,14-01-2025 17:05:15,2.913s,PASSED
"click(findTestObject(""Object Repository/Secnario_1/Page_Home Page/a_Create an Account""))",Chrome 131.0.0.0,,,14-01-2025 17:05:15,14-01-2025 17:05:17,1.961s,PASSED
"waitForElementPresent(findTestObject(""Secnario_1/Page_Create New Customer Account/input_First Name_firstname""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:05:17,14-01-2025 17:05:17,0.457s,PASSED
"setText(findTestObject(""Object Repository/Secnario_1/Page_Create New Customer Account/input_First Name_firstname""), ""Test3"")",Chrome 131.0.0.0,,,14-01-2025 17:05:17,14-01-2025 17:05:18,0.646s,PASSED
"waitForElementPresent(findTestObject(""Secnario_1/Page_Create New Customer Account/input_Last Name_lastname""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:05:18,14-01-2025 17:05:18,0.262s,PASSED
"setText(findTestObject(""Object Repository/Secnario_1/Page_Create New Customer Account/input_Last Name_lastname""), ""Automation"")",Chrome 131.0.0.0,,,14-01-2025 17:05:18,14-01-2025 17:05:19,0.616s,PASSED
"waitForElementPresent(findTestObject(""Secnario_1/Page_Create New Customer Account/input_Email_email""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:05:19,14-01-2025 17:05:19,0.279s,PASSED
"setText(findTestObject(""Object Repository/Secnario_1/Page_Create New Customer Account/input_Email_email""), ""ta3@gmail.com"")",Chrome 131.0.0.0,,,14-01-2025 17:05:19,14-01-2025 17:05:20,0.607s,PASSED
"waitForElementPresent(findTestObject(""Secnario_1/Page_Create New Customer Account/input_Password_password""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:05:20,14-01-2025 17:05:20,0.412s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Secnario_1/Page_Create New Customer Account/input_Password_password""), ""cvW8qx4B2o1WegCEDy41Xg=="")",Chrome 131.0.0.0,,,14-01-2025 17:05:20,14-01-2025 17:05:21,0.374s,PASSED
"waitForElementPresent(findTestObject(""Secnario_1/Page_Create New Customer Account/input_Confirm Password_password_confirmation""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:05:21,14-01-2025 17:05:21,0.482s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Secnario_1/Page_Create New Customer Account/input_Confirm Password_password_confirmation""), ""cvW8qx4B2o1WegCEDy41Xg=="")",Chrome 131.0.0.0,,,14-01-2025 17:05:21,14-01-2025 17:05:21,0.335s,PASSED
"waitForElementPresent(findTestObject(""Secnario_1/Page_Create New Customer Account/span_Create an Account""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:05:21,14-01-2025 17:05:22,0.475s,PASSED
"click(findTestObject(""Object Repository/Secnario_1/Page_Create New Customer Account/span_Create an Account""))",Chrome 131.0.0.0,,,14-01-2025 17:05:22,14-01-2025 17:05:24,2.531s,PASSED
"waitForElementPresent(findTestObject(""Secnario_1/Page_My Account/div_Thank you for registering with Main Web_e69dd7""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:05:24,14-01-2025 17:05:25,0.540s,PASSED
"verifyElementText(findTestObject(""Object Repository/Secnario_1/Page_My Account/div_Thank you for registering with Main Web_e69dd7""), ""Thank you for registering with Main Website Store."")",Chrome 131.0.0.0,,,14-01-2025 17:05:25,14-01-2025 17:05:26,0.574s,FAILED
,,,,,,,
Test Cases/Scenario_2,Chrome 131.0.0.0,,,14-01-2025 17:05:26,14-01-2025 17:06:31,1m - 5.414s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,14-01-2025 17:05:26,14-01-2025 17:05:29,3.256s,PASSED
"navigateToUrl(""https://magento.softwaretestingboard.com/"")",Chrome 131.0.0.0,,,14-01-2025 17:05:29,14-01-2025 17:06:07,37.632s,PASSED
"waitForElementPresent(findTestObject(""Scenario_3/Page_/a_Sign In""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:06:07,14-01-2025 17:06:07,0.509s,PASSED
"click(findTestObject(""Object Repository/Scenario_3/Page_/a_Sign In""))",Chrome 131.0.0.0,,,14-01-2025 17:06:07,14-01-2025 17:06:09,1.773s,PASSED
"waitForElementPresent(findTestObject(""Scenario_2/Page_Customer Login/input_Email_loginusername""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:06:09,14-01-2025 17:06:09,0.386s,PASSED
"setText(findTestObject(""Object Repository/Scenario_2/Page_Customer Login/input_Email_loginusername""), ""ta3@gmail.com"")",Chrome 131.0.0.0,,,14-01-2025 17:06:09,14-01-2025 17:06:10,0.626s,PASSED
"waitForElementPresent(findTestObject(""Scenario_2/Page_Customer Login/input_Password_loginpassword""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:06:10,14-01-2025 17:06:10,0.365s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Scenario_2/Page_Customer Login/input_Password_loginpassword""), ""cvW8qx4B2o1WegCEDy41Xg=="")",Chrome 131.0.0.0,,,14-01-2025 17:06:10,14-01-2025 17:06:11,0.336s,PASSED
"waitForElementPresent(findTestObject(""Scenario_2/Page_Customer Login/span_Sign In""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:06:11,14-01-2025 17:06:12,0.869s,PASSED
"click(findTestObject(""Object Repository/Scenario_2/Page_Customer Login/span_Sign In""))",Chrome 131.0.0.0,,,14-01-2025 17:06:12,14-01-2025 17:06:14,2.409s,PASSED
"waitForElementPresent(findTestObject(""Scenario_2/Page_Home Page/span_Shorts_ui-menu-icon ui-icon ui-icon-carat-1-e""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:06:14,14-01-2025 17:06:15,0.822s,PASSED
"click(findTestObject(""Object Repository/Scenario_2/Page_Home Page/span_Shorts_ui-menu-icon ui-icon ui-icon-carat-1-e""))",Chrome 131.0.0.0,,,14-01-2025 17:06:15,14-01-2025 17:06:16,1.598s,PASSED
"waitForElementPresent(findTestObject(""Scenario_2/Page_Men/a_Jackets""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:06:16,14-01-2025 17:06:17,0.297s,PASSED
"click(findTestObject(""Object Repository/Scenario_2/Page_Men/a_Jackets""))",Chrome 131.0.0.0,,,14-01-2025 17:06:17,14-01-2025 17:06:19,2.440s,PASSED
"waitForElementPresent(findTestObject(""Scenario_2/Page_Jackets - Tops - Men/img_Add to Compare_product-image-photo""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:06:19,14-01-2025 17:06:19,0.310s,PASSED
"click(findTestObject(""Scenario_2/Page_Jackets - Tops - Men/img_Add to Compare_product-image-photo""))",Chrome 131.0.0.0,,,14-01-2025 17:06:19,14-01-2025 17:06:22,2.378s,PASSED
"waitForElementPresent(findTestObject(""Scenario_2/Page_Montana Wind Jacket/div_S""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:06:22,14-01-2025 17:06:23,1.493s,PASSED
"click(findTestObject(""Object Repository/Scenario_2/Page_Montana Wind Jacket/div_S""))",Chrome 131.0.0.0,,,14-01-2025 17:06:23,14-01-2025 17:06:24,0.330s,PASSED
"waitForElementPresent(findTestObject(""Scenario_2/Page_Montana Wind Jacket/div_Color_option-label-color-93-item-49""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:06:24,14-01-2025 17:06:25,0.851s,PASSED
"click(findTestObject(""Object Repository/Scenario_2/Page_Montana Wind Jacket/div_Color_option-label-color-93-item-49""))",Chrome 131.0.0.0,,,14-01-2025 17:06:25,14-01-2025 17:06:25,0.318s,PASSED
"waitForElementPresent(findTestObject(""Scenario_2/Page_Montana Wind Jacket/span_Add to Cart""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:06:25,14-01-2025 17:06:25,0.487s,PASSED
"click(findTestObject(""Object Repository/Scenario_2/Page_Montana Wind Jacket/span_Add to Cart""))",Chrome 131.0.0.0,,,14-01-2025 17:06:25,14-01-2025 17:06:26,0.337s,PASSED
"waitForElementPresent(findTestObject(""Scenario_2/Page_Montana Wind Jacket/div_You added Montana Wind Jacket to your s_af8450""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:06:26,14-01-2025 17:06:29,3.584s,PASSED
"verifyElementText(findTestObject(""Object Repository/Scenario_2/Page_Montana Wind Jacket/div_You added Montana Wind Jacket to your s_af8450""), ""You added Montana Wind Jacket to your shopping cart."")",Chrome 131.0.0.0,,,14-01-2025 17:06:29,14-01-2025 17:06:30,0.271s,PASSED
"waitForElementPresent(findTestObject(""Scenario_2/Page_Montana Wind Jacket/a_My Cart                    1             _241c1f""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:06:30,14-01-2025 17:06:30,0.785s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Scenario_2/Page_Montana Wind Jacket/a_My Cart                    1             _241c1f""))",Chrome 131.0.0.0,,,14-01-2025 17:06:30,14-01-2025 17:06:31,0.290s,PASSED
closeBrowser(STOP_ON_FAILURE),Chrome 131.0.0.0,,,14-01-2025 17:06:31,14-01-2025 17:06:31,0.369s,PASSED
,,,,,,,
Test Cases/Scenario_3,Chrome 131.0.0.0,,,14-01-2025 17:06:31,14-01-2025 17:08:27,1m - 55.615s,FAILED
"openBrowser("""")",Chrome 131.0.0.0,,,14-01-2025 17:06:31,14-01-2025 17:06:34,2.671s,PASSED
"navigateToUrl(""https://magento.softwaretestingboard.com/"")",Chrome 131.0.0.0,,,14-01-2025 17:06:34,14-01-2025 17:07:12,38.213s,PASSED
"waitForElementPresent(findTestObject(""Scenario_3/Page_/a_Sign In""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:07:12,14-01-2025 17:07:12,0.494s,PASSED
"click(findTestObject(""Object Repository/Scenario_3/Page_/a_Sign In""))",Chrome 131.0.0.0,,,14-01-2025 17:07:12,14-01-2025 17:07:15,2.993s,PASSED
"waitForElementPresent(findTestObject(""Scenario_3/Page_Customer Login/input_Email_loginusername""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:07:15,14-01-2025 17:07:16,0.746s,PASSED
"setText(findTestObject(""Object Repository/Scenario_3/Page_Customer Login/input_Email_loginusername""), ""ta3@gmail.com"")",Chrome 131.0.0.0,,,14-01-2025 17:07:16,14-01-2025 17:07:17,0.616s,PASSED
"waitForElementPresent(findTestObject(""Scenario_3/Page_Customer Login/input_Password_loginpassword""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:07:17,14-01-2025 17:07:17,0.319s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Scenario_3/Page_Customer Login/input_Password_loginpassword""), ""cvW8qx4B2o1WegCEDy41Xg=="")",Chrome 131.0.0.0,,,14-01-2025 17:07:17,14-01-2025 17:07:17,0.341s,PASSED
"waitForElementPresent(findTestObject(""Scenario_3/Page_Customer Login/span_Sign In""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:07:17,14-01-2025 17:07:18,0.274s,PASSED
"click(findTestObject(""Object Repository/Scenario_3/Page_Customer Login/span_Sign In""))",Chrome 131.0.0.0,,,14-01-2025 17:07:18,14-01-2025 17:07:21,3.178s,PASSED
delay(2),Chrome 131.0.0.0,,,14-01-2025 17:07:21,14-01-2025 17:07:23,2.104s,PASSED
"waitForElementPresent(findTestObject(""Scenario_3/Page_My Account/a_My Cart                    1             _241c1f""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:07:23,14-01-2025 17:07:24,0.941s,PASSED
"click(findTestObject(""Scenario_3/Page_My Account/a_My Cart                    1             _241c1f""))",Chrome 131.0.0.0,,,14-01-2025 17:07:24,14-01-2025 17:07:24,0.365s,PASSED
"waitForElementPresent(findTestObject(""Scenario_3/Page_My Account/button_Proceed to Checkout""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:07:24,14-01-2025 17:07:55,31.043s,PASSED
"click(findTestObject(""Object Repository/Scenario_3/Page_My Account/button_Proceed to Checkout""))",Chrome 131.0.0.0,,,14-01-2025 17:07:55,14-01-2025 17:08:27,31.184s,FAILED
,,,,,,,
Test Cases/Scenario_4,Chrome 131.0.0.0,,,14-01-2025 17:08:27,14-01-2025 17:08:59,32.249s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,14-01-2025 17:08:27,14-01-2025 17:08:29,1.957s,PASSED
"navigateToUrl(""https://magento.softwaretestingboard.com/"")",Chrome 131.0.0.0,,,14-01-2025 17:08:29,14-01-2025 17:08:40,11.246s,PASSED
delay(2),Chrome 131.0.0.0,,,14-01-2025 17:08:40,14-01-2025 17:08:42,2.017s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Home Page/a_Sign In""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:08:42,14-01-2025 17:08:45,2.612s,PASSED
"click(findTestObject(""Object Repository/Scenario_4/Page_Home Page/a_Sign In""))",Chrome 131.0.0.0,,,14-01-2025 17:08:45,14-01-2025 17:08:47,2.793s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Customer Login/input_Email_loginusername""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:08:47,14-01-2025 17:08:48,0.381s,PASSED
"setText(findTestObject(""Object Repository/Scenario_4/Page_Customer Login/input_Email_loginusername""), ""ta3@gmail.com"")",Chrome 131.0.0.0,,,14-01-2025 17:08:48,14-01-2025 17:08:48,0.588s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Customer Login/input_Password_loginpassword""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:08:48,14-01-2025 17:08:49,0.341s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Scenario_4/Page_Customer Login/input_Password_loginpassword""), ""cvW8qx4B2o1WegCEDy41Xg=="")",Chrome 131.0.0.0,,,14-01-2025 17:08:49,14-01-2025 17:08:49,0.326s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Customer Login/span_Sign In""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:08:49,14-01-2025 17:08:49,0.269s,PASSED
"click(findTestObject(""Object Repository/Scenario_4/Page_Customer Login/span_Sign In""))",Chrome 131.0.0.0,,,14-01-2025 17:08:49,14-01-2025 17:08:53,3.691s,PASSED
